java_version,seed,num_measurements,start_elapsed_ms,end_elapsed_ms,total_elapsed_ms,total_elapsed_sec,avg_fps,avg_frame_count,sum_frame_count,test_id
8,1774789858,119,1761.189,120462.412,118701.223,118.701223,0.7301055684325308,106.4453781512605,12667.0,8
8,3411503267,119,1769.717,120756.527,118986.81,118.98680999999999,0.6074993265783234,82.52941176470588,9821.0,8
22,2852405230,119,1971.977,120862.857,118890.88,118.89088000000001,0.26536758188599824,82.65546218487395,9836.0,8
22,3724544668,119,2041.582,121011.232,118969.65000000001,118.96965000000002,0.5289772482989924,80.4201680672269,9570.0,8
22,1033437363,119,1935.2,120862.408,118927.208,118.927208,0.4869938795248818,76.90756302521008,9152.0,8
22,197181812,119,1952.284,120923.786,118971.502,118.97150199999999,0.5642449099797092,81.7983193277311,9734.0,8
22,4163503295,119,1908.344,120831.025,118922.681,118.922681,0.6441334412608299,77.6218487394958,9237.0,8
22,3411503267,119,1904.889,120732.806,118827.917,118.827917,0.6271624460257822,82.5126050420168,9819.0,8
8,4129079762,119,1746.653,120461.383,118714.73,118.71473,0.743026443310322,105.52100840336135,12557.0,8
8,2986831233,118,1740.5,120024.553,118284.053,118.284053,0.3865866419769175,53.8728813559322,6357.0,8
8,3530267704,119,1721.874,120680.314,118958.44,118.95844,0.28547159449015064,80.03361344537815,9524.0,8
8,3385079617,119,1729.349,120557.904,118828.555,118.828555,0.4755711204673301,79.73109243697479,9488.0,8
22,3053474506,119,1977.355,120605.716,118628.361,118.628361,0.3626174582128046,61.45378151260504,7313.0,8
22,3497448862,119,1958.54,120927.355,118968.815,118.968815,0.40715542570997343,80.07563025210084,9529.0,8
8,3497448862,119,1722.785,120654.779,118931.99399999999,118.93199399999999,0.4655711838431722,78.87394957983193,9386.0,8
